folio,nro,upm,ms02_0216,ms01_0101_1a,ms01_0101_1b,ms01_0101_1c,ms02_0217,ms02_0218,ms02_0219_1,ms02_0219_2,ms02_0220,ms02_0221,ms02_0222,ms02_0223,ms02_0224,ms02_0224_1,ms02_0225,ms02_0225_cod,estrato,departamento,area,ponderadorm,b3,v008,ms02_0223_o
152-004014-D-0161,1.0,152-004014-D,4.0,24.0,10.0,2023.0,2. MULTIPLE,1. HOMBRE,6.0,2016.0,1. SI,7.0,1. SI,5.0,,,,,122,1. Chuquisaca,2. Rural,0.5491435839090938,1398.0,1486.0,5.0
113-001401-A-0461,1.0,113-001401-A,1.0,15.0,9.0,2023.0,1. UNICO,1. HOMBRE,2.0,2009.0,1. SI,14.0,1. SI,2.0,,,,,113,1. Chuquisaca,1. Urbana,0.7504968115842492,1310.0,1485.0,2.0
113-001401-A-0461,1.0,113-001401-A,2.0,15.0,9.0,2023.0,1. UNICO,2. MUJER,4.0,2016.0,1. SI,7.0,1. SI,3.0,,,,,113,1. Chuquisaca,1. Urbana,0.7504968115842492,1396.0,1485.0,3.0
113-001401-A-0431,2.0,113-001401-A,1.0,14.0,9.0,2023.0,1. UNICO,1. HOMBRE,11.0,2001.0,1. SI,21.0,1. SI,3.0,,,,,113,1. Chuquisaca,1. Urbana,0.7504968115842492,1223.0,1485.0,3.0
113-001401-A-0431,2.0,113-001401-A,2.0,14.0,9.0,2023.0,1. UNICO,2. MUJER,7.0,2011.0,1. SI,12.0,1. SI,4.0,,,,,113,1. Chuquisaca,1. Urbana,0.7504968115842492,1339.0,1485.0,4.0
113-001401-A-0431,2.0,113-001401-A,3.0,14.0,9.0,2023.0,1. UNICO,1. HOMBRE,4.0,2017.0,1. SI,6.0,1. SI,5.0,,,,,113,1. Chuquisaca,1. Urbana,0.7504968115842492,1408.0,1485.0,5.0
112-000385-A-0071,2.0,112-000385-A,1.0,18.0,9.0,2023.0,1. UNICO,1. HOMBRE,9.0,2003.0,1. SI,20.0,1. SI,3.0,,,,,112,1. Chuquisaca,1. Urbana,0.6462630306604917,1245.0,1485.0,3.0
112-000385-A-0071,2.0,112-000385-A,2.0,18.0,9.0,2023.0,1. UNICO,2. MUJER,5.0,2006.0,1. SI,17.0,1. SI,4.0,,,,,112,1. Chuquisaca,1. Urbana,0.6462630306604917,1277.0,1485.0,4.0
112-000385-A-0071,2.0,112-000385-A,3.0,18.0,9.0,2023.0,1. UNICO,1. HOMBRE,8.0,2009.0,2. NO,,,0.0,2. MESES,12.0,5. OTRO,7. MUERTE DE CUNA / ARREBATO,112,1. Chuquisaca,1. Urbana,0.6462630306604917,1316.0,1485.0,
112-000385-A-0071,2.0,112-000385-A,4.0,18.0,9.0,2023.0,1. UNICO,2. MUJER,12.0,2010.0,1. SI,12.0,1. SI,5.0,,,,,112,1. Chuquisaca,1. Urbana,0.6462630306604917,1332.0,1485.0,5.0
112-000385-A-0071,2.0,112-000385-A,5.0,18.0,9.0,2023.0,1. UNICO,2. MUJER,11.0,2012.0,1. SI,10.0,1. SI,6.0,,,,,112,1. Chuquisaca,1. Urbana,0.6462630306604917,1355.0,1485.0,6.0
112-000385-A-0071,2.0,112-000385-A,6.0,18.0,9.0,2023.0,1. UNICO,2. MUJER,8.0,2019.0,1. SI,4.0,1. SI,7.0,,,,,112,1. Chuquisaca,1. Urbana,0.6462630306604917,1436.0,1485.0,7.0
112-000385-A-0061,1.0,112-000385-A,1.0,19.0,9.0,2023.0,1. UNICO,2. MUJER,7.0,1998.0,1. SI,25.0,1. SI,2.0,,,,,112,1. Chuquisaca,1. Urbana,0.6462630306604917,1183.0,1485.0,0.0
112-000385-A-0061,1.0,112-000385-A,2.0,19.0,9.0,2023.0,1. UNICO,2. MUJER,10.0,2000.0,1. SI,22.0,2. NO,0.0,,,,,112,1. Chuquisaca,1. Urbana,0.6462630306604917,1210.0,1485.0,0.0
112-000385-A-0061,1.0,112-000385-A,3.0,19.0,9.0,2023.0,1. UNICO,2. MUJER,10.0,2005.0,1. SI,17.0,1. SI,3.0,,,,,112,1. Chuquisaca,1. Urbana,0.6462630306604917,1270.0,1485.0,3.0
112-000385-A-0061,1.0,112-000385-A,4.0,19.0,9.0,2023.0,1. UNICO,2. MUJER,2.0,2009.0,1. SI,14.0,1. SI,4.0,,,,,112,1. Chuquisaca,1. Urbana,0.6462630306604917,1310.0,1485.0,4.0
112-000385-A-0021,2.0,112-000385-A,1.0,18.0,9.0,2023.0,1. UNICO,2. MUJER,10.0,2017.0,1. SI,5.0,1. SI,4.0,,,,,112,1. Chuquisaca,1. Urbana,0.6462630306604917,1414.0,1485.0,3.0
112-000385-A-0021,2.0,112-000385-A,2.0,18.0,9.0,2023.0,1. UNICO,1. HOMBRE,9.0,2021.0,1. SI,2.0,1. SI,3.0,,,,,112,1. Chuquisaca,1. Urbana,0.6462630306604917,1461.0,1485.0,4.0
142-003969-D-0321,1.0,142-003969-D,1.0,20.0,10.0,2023.0,1. UNICO,2. MUJER,7.0,2003.0,1. SI,20.0,2. NO,0.0,,,,,122,1. Chuquisaca,2. Rural,0.4821546828599422,1243.0,1486.0,0.0
142-003969-D-0321,1.0,142-003969-D,2.0,20.0,10.0,2023.0,1. UNICO,2. MUJER,9.0,2008.0,1. SI,15.0,2. NO,0.0,,,,,122,1. Chuquisaca,2. Rural,0.4821546828599422,1305.0,1486.0,0.0
142-003969-D-0321,1.0,142-003969-D,3.0,20.0,10.0,2023.0,1. UNICO,1. HOMBRE,8.0,2010.0,1. SI,13.0,2. NO,0.0,,,,,122,1. Chuquisaca,2. Rural,0.4821546828599422,1328.0,1486.0,0.0
142-003969-D-0321,1.0,142-003969-D,4.0,20.0,10.0,2023.0,1. UNICO,1. HOMBRE,10.0,2012.0,1. SI,11.0,2. NO,0.0,,,,,122,1. Chuquisaca,2. Rural,0.4821546828599422,1354.0,1486.0,0.0
141-003960-D-0511,2.0,141-003960-D,1.0,18.0,10.0,2023.0,1. UNICO,1. HOMBRE,9.0,2019.0,1. SI,4.0,1. SI,3.0,,,,,121,1. Chuquisaca,2. Rural,0.591152698929848,1437.0,1486.0,3.0
141-003960-D-0511,2.0,141-003960-D,2.0,18.0,10.0,2023.0,1. UNICO,1. HOMBRE,3.0,2023.0,1. SI,0.0,1. SI,4.0,,,,,121,1. Chuquisaca,2. Rural,0.591152698929848,1479.0,1486.0,4.0
114-001874-A-0521,2.0,114-001874-A,1.0,3.0,10.0,2023.0,1. UNICO,1. HOMBRE,2.0,2000.0,1. SI,23.0,2. NO,0.0,,,,,114,1. Chuquisaca,1. Urbana,0.6226636865307569,1202.0,1486.0,0.0
114-001874-A-0521,2.0,114-001874-A,2.0,3.0,10.0,2023.0,1. UNICO,2. MUJER,7.0,2013.0,1. SI,10.0,1. SI,3.0,,,,,114,1. Chuquisaca,1. Urbana,0.6226636865307569,1363.0,1486.0,3.0
114-002017-A-0151,2.0,114-002017-A,1.0,29.0,9.0,2023.0,1. UNICO,2. MUJER,4.0,1996.0,1. SI,27.0,2. NO,0.0,,,,,114,1. Chuquisaca,1. Urbana,0.9363903901289461,1156.0,1485.0,0.0
114-002017-A-0151,2.0,114-002017-A,2.0,29.0,9.0,2023.0,1. UNICO,2. MUJER,11.0,1999.0,1. SI,23.0,2. NO,0.0,,,,,114,1. Chuquisaca,1. Urbana,0.9363903901289461,1199.0,1485.0,0.0
114-002017-A-0151,2.0,114-002017-A,3.0,29.0,9.0,2023.0,1. UNICO,2. MUJER,3.0,2003.0,1. SI,20.0,1. SI,3.0,,,,,114,1. Chuquisaca,1. Urbana,0.9363903901289461,1239.0,1485.0,3.0
114-002017-A-0151,2.0,114-002017-A,4.0,29.0,9.0,2023.0,1. UNICO,2. MUJER,7.0,2009.0,1. SI,14.0,1. SI,4.0,,,,,114,1. Chuquisaca,1. Urbana,0.9363903901289461,1315.0,1485.0,4.0
114-002017-A-0181,1.0,114-002017-A,1.0,29.0,9.0,2023.0,1. UNICO,1. HOMBRE,1.0,1997.0,2. NO,,,0.0,2. MESES,6.0,5. OTRO,7. MUERTE DE CUNA / ARREBATO,114,1. Chuquisaca,1. Urbana,0.9363903901289461,1165.0,1485.0,
114-002017-A-0181,1.0,114-002017-A,2.0,29.0,9.0,2023.0,1. UNICO,1. HOMBRE,4.0,1999.0,1. SI,24.0,2. NO,0.0,,,,,114,1. Chuquisaca,1. Urbana,0.9363903901289461,1192.0,1485.0,0.0
114-002017-A-0181,1.0,114-002017-A,3.0,29.0,9.0,2023.0,1. UNICO,1. HOMBRE,10.0,2001.0,1. SI,21.0,2. NO,0.0,,,,,114,1. Chuquisaca,1. Urbana,0.9363903901289461,1222.0,1485.0,0.0
114-002017-A-0181,1.0,114-002017-A,4.0,29.0,9.0,2023.0,1. UNICO,2. MUJER,8.0,2009.0,1. SI,14.0,1. SI,2.0,,,,,114,1. Chuquisaca,1. Urbana,0.9363903901289461,1316.0,1485.0,2.0
114-002017-A-0121,2.0,114-002017-A,1.0,28.0,9.0,2023.0,1. UNICO,1. HOMBRE,2.0,2019.0,1. SI,4.0,1. SI,3.0,,,,,114,1. Chuquisaca,1. Urbana,0.9363903901289461,1430.0,1485.0,3.0
114-002017-A-0121,2.0,114-002017-A,2.0,28.0,9.0,2023.0,1. UNICO,2. MUJER,12.0,2020.0,1. SI,2.0,1. SI,4.0,,,,,114,1. Chuquisaca,1. Urbana,0.9363903901289461,1452.0,1485.0,4.0
111-000031-A-0241,1.0,111-000031-A,1.0,4.0,9.0,2023.0,1. UNICO,1. HOMBRE,10.0,2022.0,1. SI,0.0,1. SI,2.0,,,,,111,1. Chuquisaca,1. Urbana,0.3771723205475042,1474.0,1485.0,2.0
111-000031-A-0191,1.0,111-000031-A,1.0,4.0,9.0,2023.0,1. UNICO,2. MUJER,8.0,2002.0,1. SI,21.0,2. NO,0.0,,,,,111,1. Chuquisaca,1. Urbana,0.3771723205475042,1232.0,1485.0,0.0
111-000031-A-0191,1.0,111-000031-A,2.0,4.0,9.0,2023.0,1. UNICO,2. MUJER,12.0,2009.0,1. SI,13.0,1. SI,2.0,,,,,111,1. Chuquisaca,1. Urbana,0.3771723205475042,1320.0,1485.0,2.0
111-000031-A-0191,1.0,111-000031-A,3.0,4.0,9.0,2023.0,1. UNICO,1. HOMBRE,4.0,2012.0,1. SI,11.0,1. SI,3.0,,,,,111,1. Chuquisaca,1. Urbana,0.3771723205475042,1348.0,1485.0,3.0
111-000031-A-0191,1.0,111-000031-A,4.0,4.0,9.0,2023.0,1. UNICO,2. MUJER,5.0,2014.0,1. SI,9.0,1. SI,4.0,,,,,111,1. Chuquisaca,1. Urbana,0.3771723205475042,1373.0,1485.0,4.0
111-000031-A-0221,1.0,111-000031-A,1.0,4.0,9.0,2023.0,1. UNICO,1. HOMBRE,7.0,2013.0,1. SI,10.0,1. SI,2.0,,,,,111,1. Chuquisaca,1. Urbana,0.3771723205475042,1363.0,1485.0,2.0
111-000031-A-0221,1.0,111-000031-A,2.0,4.0,9.0,2023.0,1. UNICO,1. HOMBRE,8.0,2022.0,1. SI,1.0,1. SI,3.0,,,,,111,1. Chuquisaca,1. Urbana,0.3771723205475042,1472.0,1485.0,3.0
132-002762-A-0091,1.0,132-002762-A,1.0,8.0,12.0,2023.0,1. UNICO,1. HOMBRE,12.0,2014.0,1. SI,8.0,1. SI,2.0,,,,,112,1. Chuquisaca,1. Urbana,0.38800977279421317,1380.0,1488.0,2.0
132-002762-A-0091,1.0,132-002762-A,2.0,8.0,12.0,2023.0,1. UNICO,2. MUJER,12.0,2019.0,1. SI,3.0,1. SI,3.0,,,,,112,1. Chuquisaca,1. Urbana,0.38800977279421317,1440.0,1488.0,3.0
132-002762-A-0131,1.0,132-002762-A,1.0,8.0,12.0,2023.0,1. UNICO,2. MUJER,8.0,2015.0,1. SI,8.0,1. SI,2.0,,,,,112,1. Chuquisaca,1. Urbana,0.38800977279421317,1388.0,1488.0,2.0
132-002762-A-0131,1.0,132-002762-A,2.0,8.0,12.0,2023.0,1. UNICO,1. HOMBRE,4.0,2019.0,1. SI,4.0,1. SI,3.0,,,,,112,1. Chuquisaca,1. Urbana,0.38800977279421317,1432.0,1488.0,3.0
132-002762-A-0131,1.0,132-002762-A,3.0,8.0,12.0,2023.0,1. UNICO,2. MUJER,1.0,2023.0,1. SI,0.0,1. SI,4.0,,,,,112,1. Chuquisaca,1. Urbana,0.38800977279421317,1477.0,1488.0,4.0
132-002762-A-0171,1.0,132-002762-A,1.0,8.0,12.0,2023.0,1. UNICO,2. MUJER,10.0,1999.0,1. SI,24.0,2. NO,0.0,,,,,112,1. Chuquisaca,1. Urbana,0.38800977279421317,1198.0,1488.0,0.0
132-002762-A-0171,1.0,132-002762-A,2.0,8.0,12.0,2023.0,1. UNICO,2. MUJER,4.0,2002.0,1. SI,21.0,2. NO,0.0,,,,,112,1. Chuquisaca,1. Urbana,0.38800977279421317,1228.0,1488.0,0.0
132-002762-A-0171,1.0,132-002762-A,3.0,8.0,12.0,2023.0,1. UNICO,1. HOMBRE,6.0,2003.0,1. SI,20.0,2. NO,0.0,,,,,112,1. Chuquisaca,1. Urbana,0.38800977279421317,1242.0,1488.0,0.0
153-003928-D-0051,2.0,153-003928-D,1.0,31.0,10.0,2023.0,1. UNICO,1. HOMBRE,4.0,1999.0,1. SI,24.0,2. NO,0.0,,,,,123,1. Chuquisaca,2. Rural,0.5997899915263528,1192.0,1486.0,0.0
153-003928-D-0051,2.0,153-003928-D,2.0,31.0,10.0,2023.0,1. UNICO,1. HOMBRE,6.0,2000.0,1. SI,23.0,2. NO,0.0,,,,,123,1. Chuquisaca,2. Rural,0.5997899915263528,1206.0,1486.0,0.0
153-003928-D-0051,2.0,153-003928-D,3.0,31.0,10.0,2023.0,1. UNICO,2. MUJER,6.0,2005.0,1. SI,18.0,2. NO,0.0,,,,,123,1. Chuquisaca,2. Rural,0.5997899915263528,1266.0,1486.0,0.0
153-003928-D-0051,2.0,153-003928-D,4.0,31.0,10.0,2023.0,1. UNICO,2. MUJER,2.0,2008.0,1. SI,15.0,2. NO,0.0,,,,,123,1. Chuquisaca,2. Rural,0.5997899915263528,1298.0,1486.0,0.0
152-003754-D-0231,2.0,152-003754-D,1.0,27.0,10.0,2023.0,1. UNICO,2. MUJER,10.0,2005.0,1. SI,18.0,1. SI,3.0,,,,,122,1. Chuquisaca,2. Rural,0.2713541537675795,1270.0,1486.0,3.0
152-003754-D-0231,2.0,152-003754-D,2.0,27.0,10.0,2023.0,1. UNICO,2. MUJER,7.0,2007.0,1. SI,16.0,2. NO,0.0,,,,,122,1. Chuquisaca,2. Rural,0.2713541537675795,1291.0,1486.0,0.0
152-003754-D-0231,2.0,152-003754-D,3.0,27.0,10.0,2023.0,1. UNICO,2. MUJER,7.0,2009.0,1. SI,14.0,1. SI,4.0,,,,,122,1. Chuquisaca,2. Rural,0.2713541537675795,1315.0,1486.0,4.0
152-003754-D-0231,2.0,152-003754-D,4.0,27.0,10.0,2023.0,1. UNICO,2. MUJER,4.0,2011.0,1. SI,12.0,1. SI,5.0,,,,,122,1. Chuquisaca,2. Rural,0.2713541537675795,1336.0,1486.0,5.0
152-003754-D-0231,2.0,152-003754-D,5.0,27.0,10.0,2023.0,1. UNICO,2. MUJER,1.0,2013.0,1. SI,10.0,1. SI,6.0,,,,,122,1. Chuquisaca,2. Rural,0.2713541537675795,1357.0,1486.0,6.0
153-003906-D-0231,5.0,153-003906-D,1.0,4.0,11.0,2023.0,1. UNICO,1. HOMBRE,9.0,2018.0,1. SI,5.0,1. SI,6.0,,,,,123,1. Chuquisaca,2. Rural,0.5997899915263527,1425.0,1487.0,6.0
153-003906-D-0161,2.0,153-003906-D,1.0,4.0,11.0,2023.0,1. UNICO,2. MUJER,8.0,2018.0,1. SI,5.0,1. SI,3.0,,,,,123,1. Chuquisaca,2. Rural,0.5997899915263527,1424.0,1487.0,3.0
144-003844-D-0271,2.0,144-003844-D,1.0,9.0,11.0,2023.0,1. UNICO,1. HOMBRE,10.0,2007.0,1. SI,16.0,1. SI,3.0,,,,,124,1. Chuquisaca,2. Rural,0.284171074537788,1294.0,1487.0,3.0
144-003844-D-0271,2.0,144-003844-D,2.0,9.0,11.0,2023.0,1. UNICO,2. MUJER,3.0,2017.0,1. SI,6.0,1. SI,4.0,,,,,124,1. Chuquisaca,2. Rural,0.284171074537788,1407.0,1487.0,4.0
144-003844-D-0281,1.0,144-003844-D,1.0,8.0,11.0,2023.0,1. UNICO,1. HOMBRE,3.0,1996.0,1. SI,27.0,1. SI,2.0,,,,,124,1. Chuquisaca,2. Rural,0.284171074537788,1155.0,1487.0,2.0
144-003844-D-0281,1.0,144-003844-D,2.0,8.0,11.0,2023.0,1. UNICO,2. MUJER,10.0,2005.0,1. SI,18.0,2. NO,0.0,,,,,124,1. Chuquisaca,2. Rural,0.284171074537788,1270.0,1487.0,0.0
144-003844-D-0281,1.0,144-003844-D,3.0,8.0,11.0,2023.0,1. UNICO,1. HOMBRE,1.0,2011.0,1. SI,12.0,1. SI,3.0,,,,,124,1. Chuquisaca,2. Rural,0.284171074537788,1333.0,1487.0,3.0
143-003009-A-0151,1.0,143-003009-A,1.0,22.0,11.0,2023.0,1. UNICO,1. HOMBRE,12.0,2006.0,1. SI,16.0,1. SI,2.0,,,,,123,1. Chuquisaca,2. Rural,0.28225411365946007,1284.0,1487.0,2.0
143-003009-A-0151,1.0,143-003009-A,2.0,22.0,11.0,2023.0,1. UNICO,1. HOMBRE,5.0,2009.0,1. SI,14.0,1. SI,3.0,,,,,123,1. Chuquisaca,2. Rural,0.28225411365946007,1313.0,1487.0,3.0
143-003009-A-0151,1.0,143-003009-A,3.0,22.0,11.0,2023.0,1. UNICO,2. MUJER,11.0,2010.0,1. SI,13.0,1. SI,4.0,,,,,123,1. Chuquisaca,2. Rural,0.28225411365946007,1331.0,1487.0,4.0
143-003009-A-0151,1.0,143-003009-A,4.0,22.0,11.0,2023.0,1. UNICO,2. MUJER,4.0,2012.0,1. SI,11.0,1. SI,5.0,,,,,123,1. Chuquisaca,2. Rural,0.28225411365946007,1348.0,1487.0,5.0
143-003009-A-0091,2.0,143-003009-A,1.0,22.0,11.0,2023.0,1. UNICO,1. HOMBRE,7.0,2016.0,1. SI,7.0,1. SI,3.0,,,,,123,1. Chuquisaca,2. Rural,0.28225411365946007,1399.0,1487.0,3.0
143-003009-A-0091,2.0,143-003009-A,2.0,22.0,11.0,2023.0,1. UNICO,1. HOMBRE,10.0,2021.0,1. SI,2.0,1. SI,4.0,,,,,123,1. Chuquisaca,2. Rural,0.28225411365946007,1462.0,1487.0,4.0
143-003009-A-0091,2.0,143-003009-A,3.0,22.0,11.0,2023.0,1. UNICO,2. MUJER,8.0,2023.0,1. SI,0.0,1. SI,5.0,,,,,123,1. Chuquisaca,2. Rural,0.28225411365946007,1484.0,1487.0,5.0
152-003889-D-0491,2.0,152-003889-D,1.0,2.0,12.0,2023.0,1. UNICO,1. HOMBRE,9.0,2020.0,1. SI,3.0,1. SI,4.0,,,,,122,1. Chuquisaca,2. Rural,1.1074395608833392,1449.0,1488.0,4.0
152-003889-D-0491,2.0,152-003889-D,2.0,2.0,12.0,2023.0,1. UNICO,1. HOMBRE,9.0,2022.0,1. SI,1.0,1. SI,3.0,,,,,122,1. Chuquisaca,2. Rural,1.1074395608833392,1473.0,1488.0,3.0
152-003889-D-0291,2.0,152-003889-D,1.0,1.0,12.0,2023.0,1. UNICO,1. HOMBRE,3.0,2021.0,1. SI,2.0,1. SI,3.0,,,,,122,1. Chuquisaca,2. Rural,1.1074395608833392,1455.0,1488.0,3.0
113-000995-A-0041,2.0,113-000995-A,1.0,21.0,9.0,2023.0,1. UNICO,2. MUJER,7.0,2001.0,1. SI,22.0,1. SI,5.0,,,,,113,1. Chuquisaca,1. Urbana,0.5101416235605354,1219.0,1485.0,5.0
113-000995-A-0041,2.0,113-000995-A,2.0,21.0,9.0,2023.0,1. UNICO,2. MUJER,9.0,2007.0,1. SI,16.0,1. SI,3.0,,,,,113,1. Chuquisaca,1. Urbana,0.5101416235605354,1293.0,1485.0,3.0
113-000995-A-0041,2.0,113-000995-A,3.0,21.0,9.0,2023.0,1. UNICO,2. MUJER,1.0,2013.0,1. SI,10.0,1. SI,4.0,,,,,113,1. Chuquisaca,1. Urbana,0.5101416235605354,1357.0,1485.0,4.0
144-003444-A-0181,2.0,144-003444-A,1.0,5.0,12.0,2023.0,1. UNICO,2. MUJER,6.0,2016.0,1. SI,7.0,1. SI,3.0,,,,,124,1. Chuquisaca,2. Rural,0.4576717081500852,1398.0,1488.0,3.0
144-003444-A-0241,1.0,144-003444-A,1.0,5.0,12.0,2023.0,1. UNICO,2. MUJER,5.0,2018.0,1. SI,5.0,2. NO,0.0,,,,,124,1. Chuquisaca,2. Rural,0.4576717081500852,1421.0,1488.0,0.0
144-003444-A-0241,1.0,144-003444-A,2.0,5.0,12.0,2023.0,1. UNICO,2. MUJER,5.0,2023.0,1. SI,0.0,1. SI,2.0,,,,,124,1. Chuquisaca,2. Rural,0.4576717081500852,1481.0,1488.0,2.0
142-004612-D-0011,2.0,142-004612-D,1.0,11.0,12.0,2023.0,1. UNICO,1. HOMBRE,12.0,1997.0,1. SI,26.0,1. SI,3.0,,,,,122,1. Chuquisaca,2. Rural,0.31461351161458484,1176.0,1488.0,3.0
142-004612-D-0011,2.0,142-004612-D,2.0,11.0,12.0,2023.0,1. UNICO,2. MUJER,9.0,1999.0,1. SI,24.0,2. NO,0.0,,,,,122,1. Chuquisaca,2. Rural,0.31461351161458484,1197.0,1488.0,0.0
142-004612-D-0011,2.0,142-004612-D,3.0,11.0,12.0,2023.0,1. UNICO,1. HOMBRE,10.0,2001.0,1. SI,22.0,2. NO,0.0,,,,,122,1. Chuquisaca,2. Rural,0.31461351161458484,1222.0,1488.0,0.0
142-004612-D-0011,2.0,142-004612-D,4.0,11.0,12.0,2023.0,1. UNICO,1. HOMBRE,6.0,2003.0,1. SI,20.0,2. NO,0.0,,,,,122,1. Chuquisaca,2. Rural,0.31461351161458484,1242.0,1488.0,0.0
111-000157-A-0471,2.0,111-000157-A,1.0,2.0,9.0,2023.0,1. UNICO,1. HOMBRE,10.0,2007.0,1. SI,15.0,1. SI,3.0,,,,,111,1. Chuquisaca,1. Urbana,0.7845184267388088,1294.0,1485.0,3.0
111-000157-A-0471,2.0,111-000157-A,2.0,2.0,9.0,2023.0,1. UNICO,1. HOMBRE,9.0,2009.0,1. SI,13.0,1. SI,4.0,,,,,111,1. Chuquisaca,1. Urbana,0.7845184267388088,1317.0,1485.0,4.0
111-000157-A-0471,2.0,111-000157-A,3.0,2.0,9.0,2023.0,1. UNICO,2. MUJER,4.0,2013.0,1. SI,10.0,1. SI,5.0,,,,,111,1. Chuquisaca,1. Urbana,0.7845184267388088,1360.0,1485.0,5.0
111-000157-A-0411,2.0,111-000157-A,1.0,2.0,9.0,2023.0,1. UNICO,2. MUJER,10.0,2022.0,1. SI,0.0,1. SI,3.0,,,,,111,1. Chuquisaca,1. Urbana,0.7845184267388088,1474.0,1485.0,3.0
111-000157-A-0501,2.0,111-000157-A,1.0,2.0,9.0,2023.0,1. UNICO,2. MUJER,11.0,2004.0,1. SI,18.0,1. SI,3.0,,,,,111,1. Chuquisaca,1. Urbana,0.7845184267388088,1259.0,1485.0,3.0
111-000157-A-0501,2.0,111-000157-A,2.0,2.0,9.0,2023.0,1. UNICO,1. HOMBRE,1.0,2006.0,1. SI,17.0,1. SI,4.0,,,,,111,1. Chuquisaca,1. Urbana,0.7845184267388088,1273.0,1485.0,4.0
111-000157-A-0501,2.0,111-000157-A,3.0,2.0,9.0,2023.0,1. UNICO,1. HOMBRE,6.0,2009.0,1. SI,14.0,1. SI,5.0,,,,,111,1. Chuquisaca,1. Urbana,0.7845184267388088,1314.0,1485.0,5.0
111-000157-A-0501,2.0,111-000157-A,4.0,2.0,9.0,2023.0,1. UNICO,2. MUJER,9.0,2010.0,1. SI,12.0,1. SI,6.0,,,,,111,1. Chuquisaca,1. Urbana,0.7845184267388088,1329.0,1485.0,6.0
111-000157-A-0501,2.0,111-000157-A,5.0,2.0,9.0,2023.0,1. UNICO,2. MUJER,9.0,2019.0,1. SI,3.0,1. SI,7.0,,,,,111,1. Chuquisaca,1. Urbana,0.7845184267388088,1437.0,1485.0,7.0
111-000186-A-0061,1.0,111-000186-A,1.0,7.0,9.0,2023.0,1. UNICO,1. HOMBRE,11.0,2005.0,1. SI,17.0,2. NO,0.0,,,,,111,1. Chuquisaca,1. Urbana,0.4270246620459571,1271.0,1485.0,0.0
111-000186-A-0061,1.0,111-000186-A,2.0,7.0,9.0,2023.0,1. UNICO,2. MUJER,1.0,2007.0,1. SI,16.0,2. NO,0.0,,,,,111,1. Chuquisaca,1. Urbana,0.4270246620459571,1285.0,1485.0,0.0
111-000186-A-0061,1.0,111-000186-A,3.0,7.0,9.0,2023.0,1. UNICO,2. MUJER,1.0,2011.0,1. SI,12.0,2. NO,0.0,,,,,111,1. Chuquisaca,1. Urbana,0.4270246620459571,1333.0,1485.0,0.0
111-000186-A-0091,2.0,111-000186-A,1.0,8.0,9.0,2023.0,1. UNICO,2. MUJER,2.0,1995.0,1. SI,28.0,2. NO,0.0,,,,,111,1. Chuquisaca,1. Urbana,0.4270246620459571,1142.0,1485.0,0.0
111-000186-A-0091,2.0,111-000186-A,2.0,8.0,9.0,2023.0,2. MULTIPLE,2. MUJER,9.0,1998.0,1. SI,24.0,1. SI,3.0,,,,,111,1. Chuquisaca,1. Urbana,0.4270246620459571,1185.0,1485.0,3.0
111-000186-A-0091,2.0,111-000186-A,3.0,8.0,9.0,2023.0,2. MULTIPLE,2. MUJER,9.0,1998.0,1. SI,25.0,2. NO,0.0,,,,,111,1. Chuquisaca,1. Urbana,0.4270246620459571,1185.0,1485.0,0.0
111-000186-A-0091,2.0,111-000186-A,4.0,8.0,9.0,2023.0,1. UNICO,1. HOMBRE,11.0,2007.0,1. SI,15.0,1. SI,4.0,,,,,111,1. Chuquisaca,1. Urbana,0.4270246620459571,1295.0,1485.0,4.0
111-000186-A-0041,1.0,111-000186-A,1.0,7.0,9.0,2023.0,1. UNICO,2. MUJER,4.0,2012.0,1. SI,11.0,1. SI,2.0,,,,,111,1. Chuquisaca,1. Urbana,0.4270246620459571,1348.0,1485.0,2.0
111-000186-A-0041,1.0,111-000186-A,2.0,7.0,9.0,2023.0,1. UNICO,2. MUJER,8.0,2014.0,1. SI,9.0,1. SI,3.0,,,,,111,1. Chuquisaca,1. Urbana,0.4270246620459571,1376.0,1485.0,3.0
111-000186-A-0041,1.0,111-000186-A,3.0,7.0,9.0,2023.0,1. UNICO,1. HOMBRE,6.0,2017.0,1. SI,6.0,1. SI,4.0,,,,,111,1. Chuquisaca,1. Urbana,0.4270246620459571,1410.0,1485.0,4.0
111-000186-A-0041,1.0,111-000186-A,4.0,7.0,9.0,2023.0,1. UNICO,1. HOMBRE,5.0,2019.0,1. SI,4.0,1. SI,5.0,,,,,111,1. Chuquisaca,1. Urbana,0.4270246620459571,1433.0,1485.0,5.0
111-000186-A-0041,1.0,111-000186-A,5.0,7.0,9.0,2023.0,1. UNICO,1. HOMBRE,4.0,2021.0,1. SI,2.0,1. SI,6.0,,,,,111,1. Chuquisaca,1. Urbana,0.4270246620459571,1456.0,1485.0,6.0
112-000389-A-0051,1.0,112-000389-A,1.0,11.0,9.0,2023.0,1. UNICO,2. MUJER,9.0,1996.0,1. SI,27.0,1. SI,2.0,,,,,112,1. Chuquisaca,1. Urbana,0.4056465806484956,1161.0,1485.0,2.0
